Category ID	Category Name	Number	Name
787	LEGENDS OF CHIMA	LOC113-1	Ewar foil pack
976	LEGO Brand / LEGO Brand Store / Grand Opening	Murray-1	LEGO Store Grand Opening Exclusive Set, Fashion Place, Murray, UT blister pack
746	Collectible Minifigures / The LEGO Movie	71004-1	Minifigure, The LEGO Movie (Complete Random Set of 1 Minifigure)
171	Creator / Basic Model / Holiday & Event / Christmas	30186-1	Christmas Tree polybag
67	Town / City / Fire	60061-1	Airport Fire Truck
878	Disney / Disney Princess / Cinderella	41055-1	Cinderella's Romantic Castle
878	Disney / Disney Princess / Tangled	41054-1	Rapunzel's Creativity Tower
878	Disney / Disney Princess / Cinderella	41053-1	Cinderella's Dream Carriage
878	Disney / Disney Princess / The Little Mermaid	41052-1	Ariel's Magical Kiss
878	Disney / Disney Princess / The Little Mermaid	41050-1	Ariel's Amazing Treasures
976	LEGO Brand / LEGO Brand Store / Grand Opening	Vienna-2	LEGO Store Grand Opening Exclusive Set, Donau Zentrum, Wien, Austria blister pack
65	Star Wars / Star Wars Episode 4/5/6	4597068-2	Boba Fett - Special Edition in Presentation Box with Exclusive Book and Sticker
749	Hero Factory	66482-1	Hero Factory Bundle Pack (Sets 44008 and 44009)
749	Hero Factory	66483-1	Hero Factory Bundle Pack (Sets 44001, 44004, and 44007)
749	Hero Factory	66484-1	Hero Factory Bundle Pack (Sets 44001, 44006, and 44007)
749	Hero Factory / Villains	66485-1	Hero Factory Bundle Pack (Sets 44001, 44003, and 44007)
749	Hero Factory	66471-1	Hero Factory Bundle Pack (Sets 44000 and 44001)
749	Hero Factory	5000194-1	{Weapon} polybag
36	Technic / Model / Airport	42025-1	Cargo Plane
976	LEGO Brand / LEGO Facilities	4000009-1	HMV 2013 Production
67	Town / City / Recreation	60057-1	Camper Van
67	Town / City / Police	60042-1	High Speed Police Chase
67	Town / City / Traffic	60054-1	Light Repair Truck
67	Town / City / Police	60041-1	Crook Pursuit
67	Town / City / Race	60053-1	Race Car
167	DUPLO	10566-1	Creative Picnic
167	DUPLO	10573-1	Creative Animals
789	The Hobbit and The Lord of the Rings / The Hobbit	30216-1	Lake-town Guard polybag
789	The Hobbit and The Lord of the Rings / The Hobbit	30215-1	Legolas Greenleaf polybag
787	LEGENDS OF CHIMA	LOC213-1	Razcal foil pack
768	Super Heroes / Ultimate Spider-Man	30302-1	Spider-Man Glider polybag
124	Train / RC Train	5003540-1	Horizon Express Kit
749	Hero Factory	66488-1	Hero Factory Bundle Pack (Sets 44012 and 44013)
749	Hero Factory / Heroes	66407-1	Hero Factory Bundle Pack (Sets 2068 and 2141)
749	Hero Factory / Heroes	66406-1	Hero Factory Bundle Pack (Sets 2063 and 2142)
787	LEGENDS OF CHIMA	66500-1	Legends of Chima Bundle Pack (Sets 70203 and 70204)
787	LEGENDS OF CHIMA	66499-1	Legends of Chima Bundle Pack (Sets 70202 and 70205)
787	LEGENDS OF CHIMA	66498-1	Legends of Chima Bundle Pack (Sets 70200 and 70201)
771	Friends	66497-1	Friends Bundle Pack (Sets 41017, 41018, 41019, 41020, 41021, 41022, 41023, 41024, and 41025) - Animals' Christmas Party Set
179	Racers / Tiny Turbos	40200-1	{BMW} polybag
67	Town / City / Police	30228-1	Police ATV polybag
67	Town / City / Police	60048-1	Police Dog Unit
67	Town / City / Off-Road	60055-1	Monster Truck
67	Town / City / Wrecker	60056-1	Tow Truck
67	Town / City / Recreation	60058-1	SUV with Watercraft
67	Town / City / Construction	60059-1	Logging Truck
787	LEGENDS OF CHIMA	70136-1	Banana Bash
629	Architecture	21019-1	The Eiffel Tower
67	Town / City / Police	60044-1	Mobile Police Unit
67	Town / City / Police	60045-1	Police Patrol
771	Friends	41057-1	Heartlake Horse Show
67	Town / City / Police	60043-1	Prisoner Transporter
67	Town / City / Police	60046-1	Helicopter Surveillance
67	Town / City / Police	60047-1	Police Station
67	Town / City / Police	60049-1	Helicopter Transporter
976	LEGO Brand / LEGO Brand Store / Monthly Model	40071-1	Monthly Mini Model Build Set - 2013 11 November, Lawnmower/Tractor polybag
390	Holiday & Event / Valentine's Day	40085-1	Valentine
167	DUPLO / DUPLO, Town / Farm	10525-1	Big Farm
976	LEGO Brand / LEGO Employee Gift / Holiday & Event / Christmas	4000013-1	2013 Employee Exclusive: A LEGO Christmas Tale
768	Super Heroes / Ultimate Spider-Man	76016-1	Spider-Helicopter Rescue
768	Super Heroes / Ultimate Spider-Man	76014-1	Spider-Trike vs. Electro
768	Super Heroes / Ultimate Spider-Man	76015-1	Doc Ock Truck Heist
768	Super Heroes / Avengers Assemble	76017-1	Captain America vs. Hydra
768	Super Heroes / Avengers Assemble	76018-1	Hulk Lab Smash
809	Juniors / Town / City / Police	10675-1	Police - The Big Escape
809	Juniors / Town / City / Race	10673-1	Race Car Rally
809	Juniors / Super Heroes / Batman II	10672-1	Batman: Defend the Batcave
809	Juniors / Town / City / Recreation	10674-1	Pony Farm
809	Juniors / Castle	10668-1	Princess Play Castle
809	Juniors / Town / City / Construction	10667-1	Construction
809	Juniors / Town / City / Construction	10666-1	Digger
809	Juniors / Super Heroes / Ultimate Spider-Man	10665-1	Spider-Man: Spider-Car Pursuit
804	The LEGO Movie	70800-1	Getaway Glider
804	The LEGO Movie	70801-1	Melting Room
804	The LEGO Movie	70805-1	Trash Chomper
804	The LEGO Movie	70802-1	Bad Cop's Pursuit
804	The LEGO Movie	70807-1	MetalBeard's Duel
804	The LEGO Movie	70803-1	Cloud Cuckoo Palace
804	The LEGO Movie	70806-1	Castle Cavalry
804	The LEGO Movie	70804-1	Ice Cream Machine
804	The LEGO Movie	70812-1	Creative Ambush
804	The LEGO Movie	70809-1	Lord Business' Evil Lair
804	The LEGO Movie	70813-1	Rescue Reinforcements
804	The LEGO Movie	70808-1	Super Cycle Chase
804	The LEGO Movie	70811-1	The Flying Flusher
167	DUPLO / DUPLO, Town / Farm	10522-1	Farm Animals
817	LEGO Ideas (CUUSOO)	21104-1	NASA Mars Science Laboratory Curiosity Rover
746	Collectible Minifigures / The LEGO Movie	coltlm-1	Calamity Drone, The LEGO Movie (Complete Set with Stand and Accessories)
167	DUPLO / DUPLO, Town / Police	10532-1	My First Police Set
167	DUPLO	10567-1	Toddler Build and Boat Fun
65	Star Wars / Mini / Star Wars Episode 4/5/6	kabstarwars-1	Kabaya Star Wars Mini 6-pack box set  (2x 6963-1,  2x 6964-1,  2x 6965-1)
808	MIXELS / MIXELS Series 1	41501-1	Vulk
808	MIXELS / MIXELS Series 1	41502-1	Zorch
808	MIXELS / MIXELS Series 1	41503-1	Krader
808	MIXELS / MIXELS Series 1	41505-1	Shuff
808	MIXELS / MIXELS Series 1	41506-1	Teslo
808	MIXELS / MIXELS Series 1	41507-1	Zaptor
787	LEGENDS OF CHIMA	70131-1	Rogon's Rock Flinger
787	LEGENDS OF CHIMA	70123-1	Lion Legend Beast
787	LEGENDS OF CHIMA	70124-1	Eagle Legend Beast
787	LEGENDS OF CHIMA	70125-1	Gorilla Legend Beast
787	LEGENDS OF CHIMA	70126-1	Crocodile Legend Beast
787	LEGENDS OF CHIMA	70128-1	Braptor's Wing Striker
787	LEGENDS OF CHIMA	70129-1	Lavertus' Twin Blade
787	LEGENDS OF CHIMA	70130-1	Sparratus' Spider Stalker
787	LEGENDS OF CHIMA	70132-1	Scorm's Scorpion Stinger
787	LEGENDS OF CHIMA	70133-1	Spinlyn's Cavern
787	LEGENDS OF CHIMA	70134-1	Lavertus' Outland Base
787	LEGENDS OF CHIMA	70138-1	Web Dash
787	LEGENDS OF CHIMA	70139-1	Sky Launch
787	LEGENDS OF CHIMA	70140-1	Stinger Duel
807	The Simpsons	71006-1	The Simpsons House
167	DUPLO	10570-1	All-in-One-Gift-Set
167	DUPLO / DUPLO, Town / Hospital	10527-1	Ambulance
167	DUPLO / DUPLO, Town / Construction	10529-1	Truck
167	DUPLO / DUPLO, Town / Farm	10521-1	Baby Calf
167	DUPLO	10575-1	Creative Building Cube
167	DUPLO	10574-1	Creative Ice Cream
167	DUPLO	10572-1	All-in-One-Box-of-Fun
167	DUPLO	10571-1	All-in-One-Pink-Box-of-Fun
167	DUPLO / DUPLO, Town / Food & Drink	10546-1	My First Shop
167	DUPLO / DUPLO, Town / Farm	10524-1	Farm Tractor
976	LEGO Brand / LEGO House	4000010-1	LEGO House - Billund, Denmark
171	Creator / Basic Set	10681-1	Creative Building Cube
390	Holiday & Event / Easter	40086-1	Easter
790	Teenage Mutant Ninja Turtles	79115-1	Turtle Van Takedown
790	Teenage Mutant Ninja Turtles	79116-1	Big Rig Snow Getaway
790	Teenage Mutant Ninja Turtles	79117-1	Turtle Lair Invasion
790	Teenage Mutant Ninja Turtles	79118-1	Karai Bike Escape
790	Teenage Mutant Ninja Turtles	79119-1	Mutation Chamber Unleashed
790	Teenage Mutant Ninja Turtles	79120-1	T-Rawket Sky Strike
790	Teenage Mutant Ninja Turtles	79121-1	Turtle Sub Undersea Chase
771	Friends	30113-1	Stephanie's Bakery Stand polybag
771	Friends	30112-1	Emma's Flower Stand polybag
67	Town / City / Police	30227-1	Police Watercraft polybag
804	The LEGO Movie	70814-1	Emmet's Construct - o - Mech
804	The LEGO Movie	70815-1	Super Secret Police Dropship
804	The LEGO Movie	70816-1	Benny's Spaceship, Spaceship, SPACESHIP!
167	DUPLO / DUPLO, Town / Zoo	10576-1	Zoo Care
768	Super Heroes / The Dark Knight Trilogy	30300-1	The Batman Tumbler polybag
167	DUPLO / Disney / Disney Princess / Sleeping Beauty	10542-1	Sleeping Beauty's Fairy Tale
804	The LEGO Movie	70810-1	MetalBeard's Sea Cow
815	Ultra Agents	70162-1	Infearno Interception
815	Ultra Agents	70163-1	Toxikita's Toxic Meltdown
815	Ultra Agents	70164-1	Hurricane Heist
815	Ultra Agents	70165-1	Ultra Agents Mission HQ
171	Creator / Model / Building	31026-1	Bike Shop & Café {Cafe}
804	The LEGO Movie	30280-1	The Piece of Resistance polybag
67	Town / City / Police	30226-1	Police Helicopter polybag
771	Friends	30114-1	Andrea's Beach Lounge polybag
65	Star Wars / Mini / Star Wars Episode 3	30244-1	Anakin's Jedi Intercepter - Mini polybag
65	Star Wars / Mini / Star Wars Episode 4/5/6	30246-1	Imperial Shuttle - Mini polybag
65	Star Wars / Mini / Star Wars Episode 3	30247-1	ARC-170 Starfighter - Mini polybag
804	The LEGO Movie	30281-1	Micro Manager Battle polybag
804	The LEGO Movie	30282-1	Super Secret Police Enforcer polybag
787	LEGENDS OF CHIMA	30262-1	Gorzan's Walker polybag
787	LEGENDS OF CHIMA	30263-1	Spider Crawler polybag
171	Creator / Basic Model / Traffic	30187-1	Fast Car polybag
171	Creator / Basic Model / Creature	30188-1	Cute Kitten polybag
171	Creator / Basic Model / Airport	30189-1	Transport Plane polybag
67	Town / City / Traffic	30229-1	Repair Lift polybag
768	Super Heroes / Batman II	30301-1	Batwing polybag
746	Collectible Minifigures / The LEGO Movie	coltlm-3	Hard Hat Emmet, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-2	President Business, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	6059278-1	Minifigure, The LEGO Movie (Box of 60)
787	LEGENDS OF CHIMA	LOC114-1	Grumlo foil pack
746	Collectible Minifigures / The LEGO Movie	coltlm-4	Wild West Wyldstyle, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-5	Abraham Lincoln, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-6	Mrs. Scratchen-Post, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-7	Scribble-Face Bad Cop, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-8	William Shakespeare, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-9	Gail the Construction Worker, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-10	Larry the Barista, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-11	Velma Staplebot, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-12	Taco Tuesday Guy, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-13	'Where are my Pants?' Guy, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-14	Wiley Fusebot, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-15	Panda Guy, The LEGO Movie (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The LEGO Movie	coltlm-16	Marsha Queen of the Mermaids, The LEGO Movie (Complete Set with Stand and Accessories)
59	MINDSTORMS / EV3	45514-1	Cable Pack
976	LEGO Brand / LEGO Brand Store / Monthly Model	40094-1	Monthly Mini Model Build Set - 2014 01 January, Snowplow polybag
167	DUPLO	30068-1	Food polybag
65	Star Wars / Star Wars Episode 1	5002122-1	TC-4 polybag
166	Educational & Dacta / Service Packs / Technic	991927-1	Mechanism Miscellaneous Gear Assortment
568	Exo-Force	3886-4	Ryo Walker - Duracell 8 pack AA Battery Promotion
568	Exo-Force	3886-5	Ryo Walker - Duracell 8 pack AAA Battery Promotion
568	Exo-Force	3885-4	Hikaru Little Flyer - Duracell 8 pack AA Battery Promotion
568	Exo-Force	3885-5	Hikaru Little Flyer - Duracell 8 pack AAA Battery Promotion
629	Architecture	21020-1	Trevi Fountain
976	LEGO Brand / LEGO Brand Store / Grand Opening	Gurnee-1	LEGO Store Grand Opening Exclusive Set, Gurnee Mills, Gurnee, IL blister pack
804	The LEGO Movie	5002203-1	Radio DJ Robot polybag
804	The LEGO Movie	5002045-1	Pyjamas Emmet polybag
67	Town / City / Arctic	60032-1	Arctic Snowmobile
67	Town / City / Arctic	60033-1	Arctic Ice Crawler
545	FIRST LEGO League	9787-1	FIRST LEGO League (FLL) Challenge 2000 - Expansion Set
545	FIRST LEGO League	9782-1	FIRST LEGO League (FLL) Challenge 2000 - Volcanic Panic
787	LEGENDS OF CHIMA	LOC214-1	Outland Jump foil pack
746	Collectible Minifigures / The LEGO Movie	6059272-1	Minifigure, The LEGO Movie (Box of 30)
67	Town / City / Arctic	60036-1	Arctic Base Camp
67	Town / City / Arctic	60034-1	Arctic Helicrane
67	Town / City / Arctic	60035-1	Arctic Outpost
166	Educational & Dacta	9332-1	BuildToExpress Supplemental Kit
976	LEGO Brand / LEGO Brand Store / Monthly Model	40095-1	Monthly Mini Model Build Set - 2014 02 February, Micro Manager polybag
878	Disney / Disney Princess / Tangled	30116-1	Rapunzel's Market Visit polybag
804	The LEGO Movie	5002204-1	Western Emmet polybag
9	Castle	850889-1	Castle Dragons Accessory Set blister pack
771	Friends	5002112-1	Bracelets polybag
789	The Hobbit and The Lord of the Rings / The Hobbit	ELF-1	Mirkwood Elf - Desolation of Smaug Promotional
67	Town / City	66476-1	City Bundle Pack, Super Pack 3 in 1 (Sets 60001, 60011, and 60043)
817	LEGO Ideas (CUUSOO) / Ghostbusters	21108-1	Ghostbusters Ecto-1
787	LEGENDS OF CHIMA	850910-1	Legends of Chima Battle Pack blister pack
768	Super Heroes / Justice League	5002126-1	Martian Manhunter polybag
790	Teenage Mutant Ninja Turtles	79122-1	Shredder's Lair Rescue
65	Star Wars / Star Wars Episode 4/5/6	75055-1	Imperial Star Destroyer
390	Holiday & Event / Advent / Star Wars	75056-1	Advent Calendar 2014, Star Wars
768	Super Heroes / X-Men	76022-1	X-Men vs. The Sentinel
65	Star Wars / Star Wars Episode 4/5/6	75054-1	AT-AT
65	Star Wars / Star Wars Episode 4/5/6	75052-1	Mos Eisley Cantina
65	Star Wars / Star Wars Yoda Chronicles	75051-1	Jedi Scout Fighter
65	Star Wars / Star Wars Episode 4/5/6	75050-1	B-wing
65	Star Wars / Star Wars Episode 4/5/6	75049-1	Snowspeeder
9	Castle	850888-1	Castle Knights Accessory Set blister pack
390	Holiday & Event / Graduation	850935-1	Graduation Set
976	LEGO Brand / Promotional	lwp08-1	LEGO World Denmark Puzzle Promo 2014
749	Hero Factory	40116-1	Invasion from Below polybag
67	Town / City / Police	40110-1	Coin Bank
976	LEGO Brand / LEGO Brand Store / Monthly Model	40096-1	Monthly Mini Model Build Set - 2014 03 March, Spring Tree polybag
801	Minecraft	21107-1	Minecraft Micro World - The End
790	Teenage Mutant Ninja Turtles	30271-1	Mikey's Mini-Shellraiser polybag
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	71005-1	Minifigure, The Simpsons, Series 1 (Complete Random Set of 1 Minifigure)
790	Teenage Mutant Ninja Turtles	79104-2	The Shellraiser Street Chase {Train Base Version}
787	LEGENDS OF CHIMA	LOC391403-1	Cannon, Chi and Axe foil pack
65	Star Wars / Ultimate Collector Series / Star Wars Episode 4/5/6	75059-1	Sandcrawler - UCS
473	Sports / Soccer	880002-4	World Cup Austrian Starter Set
124	Train / RC Train	60050-1	Train Station
124	Train / RC Train	60051-1	High-speed Passenger Train
124	Train / RC Train	60052-1	Cargo Train
771	Friends	41059-1	Jungle Tree Sanctuary
787	LEGENDS OF CHIMA	70147-1	Sir Fangar's Ice Fortress
787	LEGENDS OF CHIMA	70135-1	Cragger's Fire Striker
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-9	Milhouse Van Houten, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-4	Lisa Simpson, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-2	Bart Simpson, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-5	Maggie Simpson, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-3	Marge Simpson, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-13	Itchy, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-1	Homer Simpson, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-10	Ralph Wiggum, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-8	Krusty the Clown, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-14	Scratchy, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-16	Mr. Burns, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-7	Ned Flanders, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-11	Apu Nahasapeemapetilon, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-12	Nelson Muntz, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-15	Chief Wiggum, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	colsim-6	Grampa Simpson, The Simpsons, Series 1 (Complete Set with Stand and Accessories)
65	Star Wars / Star Wars Legends / Star Wars Knights of the Old Republic	5002123-1	Darth Revan polybag
976	LEGO Brand / LEGO Facilities	4000011-1	Nyíregyháza Factory 2014
787	LEGENDS OF CHIMA	LOC471408-1	Lennox foil pack
976	LEGO Brand / LEGO Brand Store / Monthly Model	40097-1	Monthly Mini Model Build Set - 2014 04 April, Helicopter polybag
771	Friends	66478-1	Friends Bundle Pack, Super Pack 3 in 1 (Sets 41026, 41027, and 41029)
787	LEGENDS OF CHIMA	LOC391404-1	Worriz foil pack #1
65	Star Wars / Mini / Star Wars Episode 4/5/6	swminipromo-1	Star Wars Mini Promotional Kit (LEGO Club Exclusive Giveaway Mailer Box)
422	Universal Building Set / Classic Basic	3042-1	Basic Set
390	Holiday & Event / Christmas	2874-1	{Christmas Set} polybag
804	The LEGO Movie	EMMET-1	Emmet - The LEGO Movie Promotional
789	The Hobbit and The Lord of the Rings / The Hobbit	5002130-1	Good Morning Bilbo Baggins polybag
167	DUPLO	4833-1	Duplo Bucket
976	LEGO Brand / LEGO Brand Store / Grand Opening	Danbury-1	LEGO Store Grand Opening Exclusive Set, Danbury Fair, Danbury, CT blister pack
171	Creator / Basic Model / Holiday & Event / Christmas	30197-1	Snowman polybag
171	Creator / Creator Expert / Fairground Collection	10244-1	Fairground Mixer
976	LEGO Brand / LEGOLAND Parks	40115-1	LLP Entrance with Family
976	LEGO Brand / LEGO Brand Store / Monthly Model	40098-1	Monthly Mini Model Build Set - 2014 05 May, Dragon polybag
746	Collectible Minifigures / The Simpsons / The Simpsons Series 1	6059283-1	Minifigure, The Simpsons, Series 1 (Box of 60)
808	MIXELS / MIXELS Series 2	41509-1	Slumbo
808	MIXELS / MIXELS Series 2	41510-1	Lunk
808	MIXELS / MIXELS Series 2	41511-1	Flurr
808	MIXELS / MIXELS Series 2	41512-1	Chomly
808	MIXELS / MIXELS Series 2	41513-1	Gobba
808	MIXELS / MIXELS Series 2	41514-1	Jawg
808	MIXELS / MIXELS Series 2	41515-1	Kraw
808	MIXELS / MIXELS Series 2	41516-1	Tentro
808	MIXELS / MIXELS Series 2	41517-1	Balk
787	LEGENDS OF CHIMA	LOC391405-1	Croc Armory foil pack
67	Town / City / Arctic	30310-1	Arctic Scout polybag
171	Creator / Creator Expert / Winter Village Collection / Holiday & Event / Christmas	10245-1	Santa's Workshop
166	Educational & Dacta / Service Packs	9961-2	Rubber Belts, Multi
171	Creator / Basic Set / Promotional	40108-1	Balloon Cart polybag
790	Teenage Mutant Ninja Turtles	5002127-1	Flashback Shredder polybag
771	Friends	30115-1	Jungle Boat polybag
167	DUPLO	5002121-1	Dog and Kennel polybag
771	Friends	41033-1	Jungle Falls Rescue
67	Town / City / Arctic	60062-1	Arctic Icebreaker
787	LEGENDS OF CHIMA	70146-1	Flying Phoenix Fire Temple
746	Collectible Minifigures / Series 12 Minifigures	71007-1	Minifigure, Series 12 (Complete Random Set of 1 Minifigure)
167	DUPLO / DUPLO, Town / Farm	30067-1	Farm polybag
423	Classic / Basic Set	1234-4	Mursten System i Leg 1 x 1 Letter Bricks
787	LEGENDS OF CHIMA	70141-1	Vardy's Ice Vulture Glider
787	LEGENDS OF CHIMA	70142-1	Eris' Fire Eagle Flyer
787	LEGENDS OF CHIMA	70143-1	Sir Fangar's Saber Tooth Walker
787	LEGENDS OF CHIMA	70144-1	Laval's Fire Lion
787	LEGENDS OF CHIMA	70145-1	Maula's Ice Mammoth Stomper
771	Friends	41038-1	Jungle Rescue Base
787	LEGENDS OF CHIMA	70206-1	CHI Laval
787	LEGENDS OF CHIMA	70207-1	CHI Cragger
787	LEGENDS OF CHIMA	70208-1	CHI Panthar
787	LEGENDS OF CHIMA	70209-1	CHI Mungus
787	LEGENDS OF CHIMA	70210-1	CHI Vardy
787	LEGENDS OF CHIMA	70211-1	CHI Fluminox
787	LEGENDS OF CHIMA	70212-1	CHI Sir Fangar
976	LEGO Brand / LEGO Brand Store / Grand Opening	Laval-1	LEGO Store Grand Opening Exclusive Set, Carrefour Laval, Laval, QC, Canada blister pack
815	Ultra Agents	70160-1	Riverside Raid
815	Ultra Agents	70161-1	Tremor Track Infiltration
447	School Supplies	40118-1	Buildable Brick Box 2 x 2
787	LEGENDS OF CHIMA	70151-1	Frozen Spikes
166	Educational & Dacta	2000424-1	StoryStarter Workshop Kit polybag
65	Star Wars / Star Wars Episode 1	75058-1	MTT
771	Friends	41034-1	Summer Caravan
809	Juniors / Teenage Mutant Ninja Turtles	10669-1	Turtle Lair
768	Super Heroes / Guardians of the Galaxy	76020-1	Knowhere Escape Mission
768	Super Heroes / Guardians of the Galaxy	76021-1	The Milano Spaceship Rescue
809	Juniors / Town / City / Fire	10671-1	Fire Emergency
759	NINJAGO / Rebooted	70727-1	X-1 Ninja Charger
759	NINJAGO / Rebooted	70728-1	Battle for Ninjago City
171	Creator / Model / Airport	31023-1	Yellow Racers
171	Creator / Model / Traffic	31024-1	Roaring Power
976	LEGO Brand / LEGO Brand Store / Monthly Model	40099-1	Monthly Mini Model Build Set - 2014 06 June, Jet Ski polybag
787	LEGENDS OF CHIMA	70149-1	Scorching Blades
787	LEGENDS OF CHIMA	70150-1	Flaming Claws
787	LEGENDS OF CHIMA	70155-1	Inferno Pit
787	LEGENDS OF CHIMA	70156-1	Fire vs. Ice
771	Friends	41030-1	Olivia's Ice Cream Bike
771	Friends	41031-1	Andrea's Mountain Hut
771	Friends	41032-1	First Aid Jungle Bike
771	Friends	41036-1	Jungle Bridge Rescue
771	Friends	5002113-1	Beach Hammock polybag
65	Star Wars / Star Wars Rebels	75053-1	The Ghost
65	Star Wars / Star Wars Rebels	75048-1	The Phantom
787	LEGENDS OF CHIMA	LOC391406-1	Crug foil pack
67	Town / City / Arctic	5004189-1	Arctic Collection
768	Super Heroes / Super Heroes Other	5004191-1	Guardians of the Galaxy Collection
801	Minecraft	5004192-1	Minecraft Collection
171	Creator / Model	5004190-1	Creator Vehicles Collection
36	Technic / Model / Race	5004193-1	Technic Collection (42026, 42027)
808	MIXELS / MIXELS Series 2	5003808-1	MIXELS Series 2 Collection
808	MIXELS / MIXELS Series 2	5003809-1	MIXELS Blue Collection
808	MIXELS / MIXELS Series 2	5003810-1	MIXELS Brown Collection
808	MIXELS / MIXELS Series 2	5003811-1	MIXELS Orange Collection
771	Friends	40112-1	Model Catwalk
167	DUPLO / Castle	10569-1	Treasure Attack
171	Creator / Creator Expert / Traffic	10242-1	MINI Cooper
771	Friends	41058-1	Heartlake Shopping Mall
167	DUPLO	10528-1	School Bus
167	DUPLO	10580-1	Deluxe Box of fun
809	Juniors / Castle	10676-1	Knights' Castle
768	Super Heroes / Guardians of the Galaxy	76019-1	Starblaster Showdown
67	Town / City / Arctic	60064-1	Arctic Supply Plane
808	MIXELS / MIXELS Series 1	6064672-1	MIXELS Series 1 (Box of 30)
759	NINJAGO / Rise of the Snakes	5000179-1	Ninjago Promotional Giveaway polybag
167	DUPLO / Castle	10577-1	Big Royal Castle
167	DUPLO / Castle	10568-1	Knight Tournament
976	LEGO Brand / LEGO Brand Store / Grand Opening	WestHartford-1	LEGO Store Grand Opening Exclusive Set, Westfarms Mall, West Hartford, CT blister pack
804	The LEGO Movie	tlmpresskit-1	The LEGO Movie Press Kit
771	Friends	850967-1	Jungle Accessory Set blister pack
822	Fusion	21204-1	Town Master
822	Fusion	21205-1	Battle Towers
822	Fusion	21206-1	Create and Race
822	Fusion	21208-1	Resort Designer
976	LEGO Brand / LEGO Inside Tour	4000014-1	Inside Tour (LIT) Exclusive 2014 Edition - The LEGOLAND Train
36	Technic / Model / Construction	42030-1	Volvo L350F Wheel Loader
65	Star Wars / Star Wars Other	66479-1	Star Wars Bundle Pack, Super Pack 3 in 1 (Sets 75015, 75035, and 75043)
65	Star Wars / Microfighters Series 1	5003835-1	Microfighters Collection
65	Star Wars / Star Wars Other	5004229-1	Great Vehicles Collection
